,Ticker,Price,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Gross Profit,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash Per Share,Current Ratio,Book Value Per Share,Cash Flow,Beta,Class
56,abt,35.5999,0.543,20.44,3.28,5.0,16.08,19.08,11.58,24.54,12.427,16.21,1.52,3.49,13.35,10210000000.0,1.999,1.4,11.3,1.55,1.378,8.216,4480000000.0,0.23,4
57,abt,39.583,0.508,23.31,3.66,5.53,16.36,20.14,11.37,24.1,12.04,16.7,1.54,4.03,14.54,10210000000.0,1.97,1.4,11.3,1.23,1.4,8.319,4250000000.0,0.246,4
58,abt,39.652,0.508,23.15,3.81,5.56,16.36,20.14,11.37,24.1,12.04,16.59,1.69,4.05,14.64,10210000000.0,1.97,1.4,11.3,1.23,1.4,8.319,4250000000.0,0.216,4
59,abt,37.3803,0.436,19.59,2.97,4.55,15.35,20.61,10.94,23.75,14.321,13.530833333333334,1.74,3.13,10.792,11700000000.0,2.18,3.2,3.7,1.576,1.482,9.463,5820000000.0,0.13,1
60,abt,39.2567,0.436,20.37,3.07,4.7,15.35,20.61,10.94,23.75,14.321,13.530833333333334,1.78,3.24,11.197,11700000000.0,2.18,3.2,3.7,1.576,1.482,9.463,5820000000.0,0.14,1
61,abt,44.5132,0.604,24.54,3.46,4.94,14.21,20.44,10.17,21.2,14.547,13.530833333333334,2.01,3.85,13.127,11700000000.0,2.06,5.2,3.5,0.685,1.355,10.186,5390000000.0,0.26,1
62,abt,47.5786,0.883,48.79,3.75,5.98,7.64,18.98,9.07,12.06,14.692,13.530833333333334,1.92,4.25,15.143,12660000000.0,1.12,27.99,2.8,0.89,0.944,9.142,5330000000.0,0.19,1
63,abt,50.4054,0.883,51.13,3.93,6.26,7.64,18.98,9.07,12.06,14.692,13.530833333333334,1.98,4.41,15.716,12660000000.0,1.12,27.99,2.8,0.89,0.944,9.142,5330000000.0,0.27,1
64,abt,49.9143,0.871,56.02,3.74,6.06,6.68,17.69,9.49,10.5,15.13,13.530833333333334,1.82,4.21,14.858,12660000000.0,1.0,19.3,15.5,1.066,0.935,9.296,5200000000.0,0.14,1
65,abt,51.7834,0.784,46.71,3.57,5.69,7.74,17.36,7.62,12.34,16.177,13.530833333333334,1.66,3.96,16.136,12660000000.0,1.24,0.2,14.4,1.65,1.045,10.101,5420000000.0,0.13,1
66,abt,46.253,0.687,20.8,2.94,4.4,14.39,18.25,9.770588235294117,20.42882352941176,17.319,13.530833333333334,1.32,3.35,13.157,14490000000.0,2.47,34.5,13.8,1.808,1.368,11.471,19406315789.47368,0.07,2
67,abt,49.6328,0.732,18.88,2.88,4.38,15.79,19.7,9.770588235294117,20.42882352941176,18.658,13.530833333333334,1.36,3.3,12.579,14490000000.0,2.91,51.3,17.6,3.359,1.368,12.299,19406315789.47368,0.16,2
68,abt,45.20955714285714,0.546,18.07,2.83,4.21,15.79,19.7,8.93,26.02,18.649,13.530833333333334,1.33,3.08,11.698,14490000000.0,2.91,51.3,17.6,2.428,1.593,12.468,6810000000.0,0.36,1
69,abt,53.3862,67.73,19.4,2.28,3.57,11.84,20.62,8.47,19.71,24.75,11.18,1.3,2.51,8.73,20500000000.0,2.9,66.0,13.2,5.12,1.5,15.79,9890000000.0,0.32,1
70,abt,54.6168,62.85,19.1,2.32,3.68,12.17,20.9,8.4,20.0,24.94,10.76,1.37,2.51,8.73,23310000000.0,3.01,12.3,4.1,5.15,1.54,15.56,8970000000.0,0.23,3
71,abt,58.3284,62.85,20.26,2.47,3.93,12.17,20.9,8.4,20.0,24.94,11.42,1.47,2.66,9.24,23310000000.0,3.01,12.3,4.1,5.15,1.54,15.56,8970000000.0,0.23,3
72,abt,35.2093,76.36,11.0,1.42,2.13,13.17,22.31,9.770588235294117,20.42882352941176,25.39,16.04,1.49,1.58,5.4,24750000000.0,3.28,56.2,43.1,9.66,1.368,16.95,19406315789.47368,0.53,3
73,abt,34.1213,35.38,13.95,1.36,2.44,10.02,22.4,10.72,26.48,25.52,15.68,1.47,1.32,4.58,24750000000.0,2.51,72.4,2.5,6.04,1.82,14.37,6200000000.0,0.5,3
74,ace,48.7697,0.171,8.49,1.44,1.4,17.29,22.5,2.89,17.64,41.421,8.4,0.71,1.39,9.656666666666666,13090000000.0,6.91,181.8,8.8,9.254,3.537,42.029999,9806000000.0,0.91,1
75,ace,47.8883,0.171,8.29,1.4,1.31,17.29,22.05,2.89,17.64,41.421,8.4,0.69,1.36,9.656666666666666,13330000000.0,6.91,181.8,8.8,9.439,2.643,43.73,4110000000.0,0.86,1
76,ace,50.8096,0.154,7.54,1.36,1.2,18.91,23.9,3.05,18.08,43.585,8.4,0.57,1.29,9.656666666666666,13330000000.0,7.96,13.5,7.5,10.456,2.719,48.664001,4680000000.0,0.83,1
77,aci,15.1763,1.18,18.54,1.18,2.61,6.39,3.09,4.59,14.46,31.053,15.69,7.47,1.72,51.51,139480000.0,1.862,337.1333333333333,1.5,0.17,1.22,13.171,87910000.0,0.107,0
78,aci,18.4735,0.936,22.02,1.35,2.47,5.73,3.92,3.92,11.81,31.153,11.96,3.83,1.7,13.83,438460000.0,1.87,581.4,33.3,5.15,1.949,17.375999,146730000.0,0.035,0
79,aci,26.5451,0.86,16.69,1.71,3.12,10.44,11.38,5.76,20.47,17.514,15.470000000000002,1.51,2.18,10.866,334770000.0,1.8,770.1,0.2,0.018,1.105,9.605,308100000.0,0.69,0
80,aci,28.6422,0.86,18.83,1.84,3.37,10.44,11.38,5.76,20.47,17.514,15.470000000000002,1.51,2.4,11.959,590610000.0,1.8,770.1,0.2,0.018,1.105,9.605,308100000.0,0.78,0
81,aci,48.2162,0.851,42.12,3.2,5.05,7.25,9.51,4.15,12.08,16.936,15.470000000000002,1.31,3.56,18.229,590610000.0,1.21,2.2,4.2,0.036,0.936,10.719,330810000.0,1.5,0
82,aci,63.0638,0.899,42.87,3.98,6.26,8.95,10.8,4.67,15.15,17.793,15.470000000000002,1.51,4.54,21.691,525360000.0,1.58,182.5,22.4,0.092,0.828,11.199,381350000.0,1.57,0
83,aci,22.447,0.772,11.99,1.29,2.03,11.1,14.52,6.67,19.22,19.039,15.470000000000002,0.23,1.78,7.265,525360000.0,2.09,200.9,31.1,0.008,0.945,11.971,497060000.0,1.74,0
84,aci,11.3191,0.767,4.62,0.68,1.13,12.88,15.31,7.47,23.4,20.178,15.470000000000002,0.19,1.04,4.123,525360000.0,2.58,258.7,28.4,0.288,0.975,12.251,574520000.0,2.14,0
85,aci,15.3598,46.6208125,14.22,0.91,1.43,6.42,8.28,3.55,10.1,19.112,15.470000000000002,5.42,1.42,7.506,799880000.0,1.22,337.1333333333333,29.4,0.354,1.142,12.258,503810000.0,1.66,0
86,aci,16.7708,118.77,20.59,1.23,1.2,4.62,12.59,3.65,5.69,21.08,5.24,0.38,2.41,10.08,790460000.0,0.96,83.3,28.9,0.39,1.24,16.73,8400000000.0,1.83,5
87,aci,5.0694,113.56,12.2,0.25,0.32,1.96,9.44,3.49,3.0,22.0,15.470000000000002,2.08,1.14,5.64,1020000000.0,0.43,97.8,19.1,0.56,1.55,16.83,611090000.0,2.26,0
88,aci,8.2214,144.73,24.98,0.41,0.57,7.19,4.85,1.35,9.45,20.86,15.470000000000002,6.8,1.29,19.43,1020000000.0,1.5,140.1,9.3,3.07,2.03,14.93,527270000.0,2.05,0
89,aci,4.4704,179.32,24.98,0.25,0.36,16.74,3.84,0.97,21.22,19.33,15.470000000000002,0.81,1.25,7.78,721020000.0,3.24,337.1333333333333,27.1,4.8,3.32,13.45,332800000.0,2.15,0
90,aci,4.7248,179.32,24.98,0.24,0.34,16.74,3.84,0.97,21.22,19.33,15.470000000000002,0.75,1.25,7.78,721020000.0,3.24,337.1333333333333,27.1,4.8,3.32,13.45,332800000.0,2.15,0
91,acn,23.9776,0.076,23.81,1.71,28.88,7.81,11.58,17.56,79.37,13.462,19.06,1.39,1.54,13.29,4680000000.0,1.052,76.8,0.3,2.49,1.504,0.85,4792692307.692307,1.786,4
92,acn,26.1681,0.023,21.49,1.65,16.89,8.09,11.64,16.38,54.3,15.096,16.9,1.25,1.46,10.94,4310000000.0,1.219,103.4,2.2,3.03,1.381,1.57,1800000000.0,1.702,0
93,acn,25.0827,0.023,21.0,1.56,13.88,7.74,10.95,15.15,48.93,15.748,16.25,1.19,1.37,10.97,4620000000.0,1.22,38.7,12.8,3.05,1.45,1.862,1570000000.0,1.686,0
94,acn,24.0269,0.023,20.12,1.45,12.97,7.74,10.95,15.15,48.93,15.748,15.57,1.11,1.29,10.29,4620000000.0,1.22,38.7,12.8,3.05,1.45,1.862,1570000000.0,1.671,0
95,acn,24.5893,0.04,17.16,0.81,7.99,5.39,11.36,13.26,49.36,28.138,15.756,1.11,0.63,4.86,4620000000.0,1.48,45.1,11.0,5.959,1.408,3.119,1710000000.0,1.3471153846153845,0
96,acn,27.7765,0.045,20.28,0.91,13.91,4.59,9.91,12.66,53.74,30.437,15.756,1.24,0.77,6.611,5090000000.0,1.38,66.8,6.5,4.075,1.173,2.018,2210000000.0,1.46,4
97,acn,27.6877,0.034,20.22,0.93,11.32,4.72,9.92,13.4,52.62,30.921,15.756,1.24,0.76,6.175,5090000000.0,1.41,12.1,6.8,5.175,1.21,2.571,2420000000.0,1.43,4
98,acn,27.6877,0.034,20.22,0.93,11.32,4.72,9.92,13.4,52.62,30.921,15.756,1.24,0.75,6.039,5090000000.0,1.41,12.1,6.8,5.175,1.21,2.571,2420000000.0,1.43,4
99,acn,28.1021,0.034,20.07,0.91,11.08,4.72,9.92,13.4,52.62,30.921,15.756,1.21,0.74,5.985,5090000000.0,1.41,12.1,6.8,5.175,1.21,2.571,2420000000.0,1.43,4
100,acn,32.8877,0.027,20.74,1.06,10.11,5.34,9.84,12.2,54.21,30.943,15.756,1.17,0.87,7.524,4990000000.0,1.59,51.2,1.9,5.852,1.264,3.263,2670000000.0,1.58,4
101,acn,32.9963,0.027,21.32,1.07,10.23,5.34,9.84,12.2,54.21,30.943,15.756,1.19,0.89,7.632,4990000000.0,1.59,51.2,1.9,5.852,1.264,3.263,2670000000.0,1.58,4
102,acn,33.2528,0.027,21.28,1.08,10.33,5.34,9.84,12.2,54.21,30.943,15.756,1.22,0.9,7.754,4990000000.0,1.59,51.2,1.9,5.852,1.264,3.263,2670000000.0,1.58,4
103,acn,34.9895,0.018,20.92,1.12,12.18,5.53,10.03,13.63,72.17,31.834,15.756,1.27,0.97,8.044,4990000000.0,1.69,32.2,13.7,4.644,1.216,2.929,2470000000.0,1.83,4
104,acn,38.443,0.015,19.05,1.19,12.1,6.5,11.91,16.45,82.31,32.726,15.756,1.34,1.0,7.15,4990000000.0,2.05,325.8,15.1,5.293,1.244,3.243,2490000000.0,2.01,4
105,acn,41.196,0.015,20.09,1.25,12.72,6.5,11.91,16.45,82.31,32.726,15.756,1.41,1.1,7.795,4990000000.0,2.05,325.8,15.1,5.293,1.244,3.243,2490000000.0,1.8,4
106,acn,42.4294,0.015,21.02,1.23,13.28,6.28,11.73,15.59,75.75,33.72,15.756,1.62,1.08,7.851,4990000000.0,2.04,0.9,15.4,5.713,1.206,3.179,2660000000.0,1.61,4
107,acn,36.6768,0.004,16.14,0.92,10.25,6.23,11.67,16.59,72.24,38.252,15.756,0.98,0.82,6.069,6040000000.0,2.28,37.0,17.2,4.493,1.26,3.536,2450000000.0,1.15,4
108,acn,30.7465,0.003,11.86,0.75,7.45,6.68,11.99,16.5,73.49,41.434,15.756,0.96,0.62,4.434,6040000000.0,2.65,37.3,17.7,5.91,1.346,4.144,2800000000.0,0.79,4
109,acn,29.6217,0.003,11.32,0.7,7.01,6.68,11.99,16.39,73.49,41.434,15.756,0.99,0.56,4.026,7190000000.0,2.65,37.3,17.7,5.911,1.338,4.145,2800000000.0,0.81,4
110,acn,30.0065,0.001,11.54,0.72,8.91,6.97,12.14,17.98,88.73,41.859,15.756,1.01,0.65,4.651,7190000000.0,2.79,25.9,6.0,4.606,1.3,3.414,3300000000.0,0.81,4
111,acn,35.4532,0.032576923076923,13.14,0.9,7.42,7.31,12.41,15.83,65.39,39.021,15.756,1.02,0.74,5.089,7190000000.0,2.729,5.4,16.0,6.531,1.46,4.805,3140000000.0,0.64,4
112,acn,52.1981,0.11,17.02,1.33,9.32,8.12,12.83,15.56,62.34,40.45,14.11,1.46,1.13,7.64,7250000000.0,3.15,28.0,20.6,8.16,1.51,5.75,29280000000.0,0.79,2
113,acn,58.1086,0.1,17.07,1.36,9.63,8.33,12.97,15.52,66.97,42.37,13.74,1.44,1.16,7.79,8390000000.0,3.4,37.4,23.0,8.9,1.45,6.05,31630000000.0,0.82,2
114,acn,58.75,0.15,16.81,1.36,10.21,8.38,13.0,16.43,70.63,43.97,14.19,1.4,1.18,7.93,8390000000.0,3.55,20.1,17.1,7.88,1.45,5.84,3810000000.0,0.86,4
115,acn,67.9167,0.0,17.68,1.85,10.51,9.16,13.9,14.94,62.95,43.32,14.54,1.41,1.59,10.58,8990000000.0,3.84,5.5,2.2,8.85,1.55,6.55,4260000000.0,1.23,4
116,acn,75.2876,0.0,17.47,1.72,8.91,10.85,14.12,15.51,61.32,43.98,16.05,1.55,1.52,9.92,8990000000.0,4.29,71.1,3.8,8.67,1.63,8.39,3450000000.0,1.27,4
117,acn,79.4121,0.0,18.67,1.84,9.53,10.85,14.12,15.51,61.32,43.98,17.15,1.63,1.63,10.64,8990000000.0,4.29,71.1,3.8,8.67,1.63,8.39,3450000000.0,1.27,4
118,adbe,18.588,11.959533333333331,34.33,6.72,7.97,20.57,29.31,21.41,32.14,5.392,25.66,1.97,6.03,20.57,1060000000.0,1.108,6.9,5.3,4.69,3.045,4.67,2899375600.0,1.537,0
119,adbe,22.7524,3.526,29.72,7.19,8.61,25.17,33.92,25.33,36.21,6.174,25.46,1.79,6.47,17.27,1200000000.0,1.551,39.2,11.2,5.34,3.526,5.264,558160000.0,1.463,0
120,adbe,31.7569,3.436,35.0,9.16,10.78,27.02,35.51,26.01,36.15,6.73,28.81,2.12,8.59,21.93,1560000000.0,1.82,39.2,11.2,5.38,3.436,5.934,621520000.0,1.519,0
121,adbe,33.425,3.511,34.7,9.47,9.99,27.93,34.92,25.97,35.48,6.882,28.45,2.09,8.61,22.34,1560000000.0,1.92,69.1,28.7,6.03,3.511,6.682,683740000.0,1.615,0
122,adbe,27.04,3.861,26.25,7.4,7.09,28.83,35.49,19.25,33.18,3.732,18.778181818181817,1.67,6.46,16.576,1560000000.0,1.03,36.9,21.0,3.439,3.861,3.826,686360000.0,2.481103448275863,0
123,adbe,30.6,11.959533333333331,32.48,8.06,3.87,23.13,29.44,11.41,15.95,4.27,18.778181818181817,1.63,7.26,18.374,1850000000.0,0.94,17.8,28.1,3.05,4.055,7.965,814340000.0,1.75,0
124,adbe,39.91,11.959533333333331,49.29,9.76,4.8,19.92,25.06,11.14,13.69,4.226,18.778181818181817,2.23,8.94,22.217,1850000000.0,0.82,34.9,23.6,3.405,4.477,8.379,821510000.0,1.81,0
125,adbe,39.69,11.959533333333331,47.65,8.89,4.44,19.59,22.1,8.47,14.38,4.337,18.778181818181817,1.81,8.03,24.094,1850000000.0,0.82,16.4,33.7,3.9,4.3,8.807,2899375600.0,2.31,0
126,adbe,39.17,11.959533333333331,47.31,8.85,4.42,19.64,22.17,11.03,14.42,4.337,18.778181818181817,1.78,7.97,19.55,2280000000.0,0.83,17.3,33.7,3.876,4.258,8.773,927240000.0,2.24,0
127,adbe,38.62,11.959533333333331,47.69,8.83,4.41,19.59,22.1,8.47,14.38,4.337,18.778181818181817,1.74,7.78,23.338,2280000000.0,0.82,16.4,33.7,3.9,4.3,8.773,2899375600.0,2.31,0
128,adbe,41.58,11.959533333333331,47.03,9.83,4.93,21.2,22.07,7.88,10.69,4.346,18.778181818181817,1.93,8.94,22.173,2280000000.0,0.9,36.9,0.9,3.879,4.358,8.699,1000000000.0,2.24,0
129,adbe,43.26,11.959533333333331,47.87,9.9,4.98,21.2,22.12,7.89,10.69,4.346,18.778181818181817,1.93,8.93,22.121,2280000000.0,0.9,36.9,0.9,3.882,4.358,8.687,1020000000.0,2.37,0
130,adbe,41.56,11.959533333333331,47.87,9.82,4.94,21.2,22.12,7.89,10.69,4.346,18.778181818181817,1.93,8.93,22.121,2280000000.0,0.9,36.9,0.9,3.882,4.358,8.687,1020000000.0,2.37,0
131,adbe,41.73,11.959533333333331,46.38,9.51,4.78,21.2,22.12,7.89,10.69,4.346,18.778181818181817,1.94,8.81,21.838,2280000000.0,0.9,36.9,0.9,3.882,4.358,8.687,1020000000.0,2.37,0
132,adbe,43.22,11.959533333333331,48.24,9.81,4.93,21.2,22.12,7.89,10.69,4.346,18.778181818181817,1.93,8.92,22.11,2280000000.0,0.9,36.9,0.9,3.882,4.358,8.687,1020000000.0,2.24,0
133,adbe,44.06,11.959533333333331,48.24,9.81,4.93,21.2,22.12,7.89,10.69,4.346,18.778181818181817,1.93,9.0,22.308,2280000000.0,0.9,36.9,0.9,3.882,4.358,8.687,1020000000.0,2.24,0
134,adbe,40.47,11.959533333333331,42.31,8.87,4.57,21.42,22.38,8.27,11.52,4.548,18.778181818181817,1.94,7.94,19.658,2280000000.0,0.95,23.9,17.3,3.953,3.79,8.837,1120000000.0,2.21,0
135,adbe,34.35,11.959533333333331,28.4,6.19,4.2,22.92,27.18,9.19,14.77,5.405,18.778181818181817,1.28,5.56,14.939,2280000000.0,1.21,21.3,33.6,3.469,3.018,8.091,2899375600.0,2.11,0
136,adbe,20.44,0.08,14.93,3.35,2.74,23.72,28.95,11.44,18.63,6.492,18.778181818181817,0.7,2.89,7.871,2800000000.0,1.51,6.6,4.2,3.765,3.804,8.225,1340000000.0,1.85,0
137,adbe,21.66,0.08,13.54,3.35,2.74,23.72,28.95,11.44,18.63,6.492,18.778181818181817,0.7,2.89,7.871,2800000000.0,1.51,6.6,4.2,3.765,3.804,8.225,1340000000.0,1.85,0
138,adbe,21.69,0.08,14.78,3.31,2.71,23.72,28.95,11.44,18.63,6.492,18.778181818181817,0.77,2.85,7.773,2800000000.0,1.51,6.6,4.2,3.768,3.804,8.225,1340000000.0,1.85,0
139,adbe,21.69,0.079,13.93,3.16,2.56,24.35,29.62,11.49,19.25,6.637,18.778181818181817,0.77,2.8,7.557,2800000000.0,1.59,10.7,0.4,3.818,3.587,8.34,2899375600.0,1.85,0
140,adbe,33.48,28.03,19.8,4.28,3.14,22.23,28.48,8.69,16.65,7.72,13.18,1.06,3.97,11.1,3400000000.0,1.69,84.5,19.7,5.23,3.4,10.74,15770000000.0,1.51,5
141,adbe,25.62,28.17,14.01,3.34,2.51,23.78,28.84,8.93,18.22,7.98,10.18,1.01,3.07,8.56,3400000000.0,1.87,54.4,8.5,5.32,3.23,10.92,12410000000.0,1.54,5
142,adbe,24.31,28.17,13.33,2.95,2.16,23.78,28.84,8.93,18.22,7.98,9.76,0.86,2.76,7.71,3400000000.0,1.87,54.4,8.5,5.32,3.23,11.25,11180000000.0,1.54,5
143,adbe,26.76,27.25,14.37,3.16,2.32,22.79,28.13,8.71,17.43,8.12,10.29,0.91,2.87,8.23,3400000000.0,1.83,15.2,2.3,5.54,3.36,11.29,11680000000.0,1.56,5
144,adbe,33.56,25.26,21.69,3.93,2.78,18.51,27.9,8.47,13.73,8.55,12.76,1.49,3.65,10.62,3780000000.0,1.56,21.1,1.7,5.6,3.14,12.12,1530000000.0,1.61,0
145,adbe,32.19,24.76,20.91,3.54,2.52,17.94,27.87,8.53,13.54,8.78,12.22,1.44,3.33,9.67,3780000000.0,1.55,2.4,9.9,6.1,3.03,12.35,1580000000.0,1.32,0
146,adi,38.723,10.70653846153846,64.74,9.17,5.69,14.57,18.25,6.09,9.7,5.356,28.06,1.56,8.14,44.42,1120000000.0,0.78,183.3,19.9,5.69,6.226,8.88,999523181.818182,2.667,0
147,adi,35.7495,6.053,49.06,7.97,5.07,16.25,20.38,7.46,11.15,5.663,22.52,1.46,6.92,33.84,1120000000.0,0.918,183.3,19.9,6.17,6.053,9.198,519360000.0,2.687,0
148,adi,36.0733,5.778,40.35,7.28,4.78,18.48,23.06,9.37,13.19,6.058,20.1,1.25,6.09,26.34,1120000000.0,1.116,183.3,19.9,6.76,5.778,9.575,648600000.0,2.715,0
149,adi,27.8575,5.778,32.19,5.76,3.78,18.48,23.06,9.37,13.19,6.058,16.04,0.99,4.68,20.26,1120000000.0,1.116,183.3,19.9,6.76,5.778,9.575,648600000.0,2.647,0
150,adi,30.4427,6.081,28.75,5.83,3.95,20.57,25.51,11.51,15.24,6.522,25.16,1.33,4.64,18.14,1120000000.0,1.339,183.3,19.9,7.11,6.081,9.991,648600000.0,2.739,0
151,adi,26.553,6.223,23.74,4.94,3.43,21.67,26.55,12.77,15.94,6.704,20.52,1.36,3.9,14.63,1550000000.0,1.452,91.3,28.6,7.14,6.223,10.11,778040000.0,2.443,0
152,adi,28.1354,6.453,25.08,5.22,3.65,21.52,26.0,12.28,15.29,6.661,22.04,1.59,4.23,16.2,1550000000.0,1.43,91.3,28.6,6.98,6.453,10.025,703270000.0,2.582,0
153,adi,27.862,6.453,24.91,5.15,3.6,21.52,26.0,12.28,15.29,6.661,21.88,1.57,4.16,15.94,1550000000.0,1.43,91.3,28.6,6.98,6.453,10.025,703270000.0,2.77,0
154,adi,28.9664,6.628,29.72,5.78,3.61,19.96,22.98,7.33,12.57,6.426,19.5625,1.89,4.62,15.663,1550000000.0,1.24,28.2,18.9,7.475,6.628,10.297,654520000.0,1.8128571428571425,0
155,adi,27.317,6.628,27.89,5.25,3.28,19.96,22.98,7.33,12.57,6.426,19.5625,1.73,4.21,14.294,1550000000.0,1.24,28.2,18.9,7.475,6.628,10.297,654520000.0,1.8128571428571425,0
156,adi,26.9271,10.70653846153846,22.67,4.47,3.34,21.35,23.07,9.76,15.42,7.172,19.5625,0.94,3.64,11.13,1510000000.0,1.48,102.5,3.6,6.223,6.134,10.046,621100000.0,1.68,0
157,adi,26.4458,10.70653846153846,22.26,4.38,3.28,21.35,23.07,9.76,15.42,7.172,19.5625,0.93,3.56,10.878,1510000000.0,1.48,102.5,3.6,6.223,6.134,10.046,621100000.0,2.11,0
158,adi,29.1276,10.70653846153846,22.06,4.47,3.62,22.02,23.79,10.72,16.7,7.512,19.5625,1.11,3.73,11.31,1510000000.0,1.6,27.1,11.3,5.855,5.808,9.772,654000000.0,1.75,0
159,adi,22.9215,10.70653846153846,18.56,3.28,3.53,19.79,22.43,10.12,17.34,7.768,19.5625,0.97,2.85,9.978,1520000000.0,1.5,87.13181818181819,14.71818181818182,3.564,3.611,7.708,820360000.0,1.32,0
160,adi,25.6593,10.70653846153846,14.13,3.65,3.95,28.2,22.48,10.23,16.65,8.086,19.5625,1.21,3.15,11.023,1520000000.0,2.23,141.9,3.8,4.327,2.951,7.958,789630000.0,1.34,0
161,adi,19.0118,10.70653846153846,9.29,2.66,2.92,28.18,22.76,11.95,19.25,8.862,19.5625,0.71,2.17,7.586,1520000000.0,2.45,15.1,6.7,4.399,3.353,8.23,709960000.0,1.06,0
162,adi,16.3684,10.70653846153846,6.98,2.08,2.22,30.44,24.32,12.95,22.08,8.825,19.5625,0.92,1.57,5.202,1520000000.0,2.65,47.0,6.0,4.498,3.672,8.312,669370000.0,1.14,0
163,adi,15.4055,10.70653846153846,7.44,2.25,2.4,30.44,24.32,12.95,22.08,8.825,19.5625,1.04,1.75,5.768,1580000000.0,2.65,47.0,6.0,4.498,3.672,8.312,669370000.0,1.14,0
164,adi,17.0535,10.70653846153846,13.34,2.41,2.45,18.01,22.23,11.22,18.05,8.413,19.5625,2.54,1.88,6.573,1580000000.0,1.5,93.3,22.4,4.406,4.485,8.248,551860000.0,0.92,0
165,adi,28.598,25.32,10.94,3.34,2.8,29.52,36.38,15.06,27.25,10.07,10.44,1.15,2.5,6.19,1800000000.0,2.89,44.7,18.3,11.45,7.3,11.96,7510000000.0,1.04,5
166,adm,11.7652,0.733,19.03,0.29,1.3,1.54,2.54,2.84,7.17,49.485,13.45,1.68,0.41,9.17,1730000000.0,0.761,11.7,30.9,2.02,1.636,10.96,5454863500.0,0.308,0
167,adm,13.0257,0.703,20.5,0.32,1.41,1.55,2.51,2.83,7.1,49.17,14.66,1.82,0.44,9.49,1730000000.0,0.764,11.7,30.9,2.11,1.659,11.16,5454863500.0,0.326,0
168,adm,13.8231,0.789,18.64,0.33,1.45,1.76,2.69,3.23,8.19,51.297,15.01,1.72,0.48,10.07,1730000000.0,0.902,11.7,30.9,1.93,1.523,11.738,673600000.0,0.393,0
169,adm,13.628,0.848,15.2,0.31,1.34,2.01,3.02,3.71,9.46,53.402,14.03,1.74,0.45,8.99,1730000000.0,1.071,11.7,30.9,2.59,1.512,12.129,305290000.0,0.383,0
170,adm,17.6452,0.613,22.59,0.37,1.76,1.64,2.52,3.15,7.97,57.207,14.25,2.28,0.47,10.67,2150000000.0,0.94,9.7,17.7,2.17,1.605,12.075,860610000.0,0.397,0
171,adm,18.8521,0.613,24.1,0.4,1.89,1.64,2.52,3.15,7.97,57.207,15.0,2.37,0.49,11.32,2150000000.0,0.94,9.7,17.7,2.17,1.605,12.075,860610000.0,0.452,0
172,adm,19.751,0.613,25.22,0.42,1.99,1.64,2.52,3.15,7.97,57.207,15.1,1.79,0.51,11.78,2150000000.0,0.94,9.7,17.7,2.17,1.605,12.075,860610000.0,0.428,0
173,adm,20.4751,0.528,22.73,0.43,2.01,1.9,2.69,3.56,8.88,56.837,15.61,1.8,0.52,11.42,2150000000.0,1.08,9.7,17.7,1.9,1.741,12.075,860610000.0,0.428,0
174,adm,30.6495,0.541,14.77,0.6,2.19,4.1,5.66,6.88,16.32,59.632,12.192142857142857,1.49,0.73,8.997,2970000000.0,2.43,20.0,18.0,1.261,1.691,16.309,335600000.0,0.93,0
175,adm,29.1492,0.541,13.56,0.55,2.02,4.1,5.66,6.88,16.32,59.632,12.192142857142857,1.4,0.68,8.394,2970000000.0,2.43,20.0,18.0,1.261,1.691,16.309,335600000.0,0.75,0
176,adm,32.3556,0.541,15.23,0.62,2.27,4.1,5.76,8.3,16.32,59.538,12.192142857142857,1.41,0.7,8.615,2970000000.0,2.43,20.0,18.0,1.252,4.594,16.309,335600000.0,0.93,0
177,adm,29.8871,0.597,14.08,0.54,2.11,3.91,5.29,6.77,16.29,63.2,12.192142857142857,1.49,0.68,8.841,2970000000.0,2.46,4.3,24.8,1.373,1.836,16.35,442070000.0,0.58,0
178,adm,29.3539,0.597,14.15,0.55,2.11,3.91,5.29,6.77,16.29,63.2,12.192142857142857,1.49,0.68,8.879,2970000000.0,2.46,4.3,24.8,1.373,1.836,16.35,442070000.0,0.58,0
179,adm,30.6185,0.47,10.59,0.5,1.94,4.91,4.69,5.56,20.53,67.616,12.192142857142857,1.55,0.62,9.799,3240000000.0,3.3,132.8,27.9,1.03,1.922,17.500999,303000000.0,0.35,0
180,adm,35.3641,0.62,12.11,0.55,2.19,4.64,4.39,5.07,19.9,73.175,12.192142857142857,1.53,0.68,11.451,2938095238.095238,3.37,9.4,35.8,1.744,1.65,18.386,984000000.0,0.06,0
181,adm,24.5988,0.628,7.48,0.23,1.32,3.09,4.33,6.59,19.02,121.348,12.192142857142857,0.62,0.3,5.698,3840000000.0,3.735,138.1,65.0,4.653,1.907,21.097,2690000000.0,0.22,0
182,adm,26.4889,85.48,8.64,0.26,1.14,2.86,3.56,4.3,13.25,114.86,7.84,0.85,0.43,8.96,3840000000.0,3.25,37.3,32.6,2.54,1.74,26.1,31540000000.0,0.26,2
